library,on_test_path,our_method_length,our_method_length_plus1,radon_loc,radon_lloc,radon_sloc
numpy-1.9.2,False,2,3,3,3,3
numpy-1.9.2,False,6,7,7,4,4
numpy-1.9.2,False,5,6,6,5,4
numpy-1.9.2,False,2,3,3,2,3
numpy-1.9.2,False,2,3,3,3,3
numpy-1.9.2,False,6,7,7,5,4
numpy-1.9.2,False,2,3,3,2,3
numpy-1.9.2,False,8,9,9,4,4
numpy-1.9.2,False,9,10,10,9,8
numpy-1.9.2,False,12,13,13,12,11
numpy-1.9.2,False,5,6,6,5,4
numpy-1.9.2,False,14,15,15,10,8
numpy-1.9.2,False,6,7,7,5,4
numpy-1.9.2,False,9,10,10,7,6
numpy-1.9.2,False,11,12,12,9,8
numpy-1.9.2,False,5,6,6,6,5
numpy-1.9.2,False,2,3,3,3,2
numpy-1.9.2,False,3,4,4,4,3
numpy-1.9.2,False,2,3,3,3,2
numpy-1.9.2,False,9,10,10,10,9
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,6,7,7,7,7
numpy-1.9.2,False,4,5,5,4,3
numpy-1.9.2,False,12,13,13,9,8
numpy-1.9.2,False,5,6,6,3,2
numpy-1.9.2,False,11,12,12,7,6
numpy-1.9.2,False,9,10,10,8,7
numpy-1.9.2,False,9,10,10,8,7
numpy-1.9.2,False,9,10,10,8,7
numpy-1.9.2,False,20,21,21,26,19
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,3,4,4,3,2
numpy-1.9.2,False,4,5,5,4,3
numpy-1.9.2,False,8,9,9,9,9
numpy-1.9.2,False,4,5,5,4,3
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,12,13,13,11,10
numpy-1.9.2,False,21,22,22,21,20
numpy-1.9.2,False,10,11,11,9,8
numpy-1.9.2,False,21,22,22,20,20
numpy-1.9.2,False,8,9,9,8,8
numpy-1.9.2,False,10,11,11,9,8
numpy-1.9.2,False,5,6,6,5,4
numpy-1.9.2,False,6,7,7,7,7
numpy-1.9.2,False,3,4,4,4,4
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,3,4,4,4,4
numpy-1.9.2,False,6,7,7,7,7
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,10,11,11,13,11
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,9,10,10,10,10
numpy-1.9.2,False,11,12,12,9,9
numpy-1.9.2,False,5,6,6,6,6
numpy-1.9.2,False,2,3,3,3,3
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,7,8,8,8,8
numpy-1.9.2,False,20,21,21,19,19
numpy-1.9.2,False,17,18,18,11,11
numpy-1.9.2,False,2,3,3,3,3
numpy-1.9.2,False,2,3,3,3,3
numpy-1.9.2,False,9,10,10,10,10
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,24,25,25,20,22
numpy-1.9.2,False,3,4,4,2,2
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,13,14,14,7,6
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,6,7,7,7,7
numpy-1.9.2,False,5,6,6,6,6
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,8,9,9,11,9
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,3,4,4,4,4
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,23,24,24,6,22
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,12,13,13,9,9
numpy-1.9.2,False,9,10,10,11,8
numpy-1.9.2,False,9,10,10,7,7
numpy-1.9.2,False,10,11,11,12,10
numpy-1.9.2,False,15,16,16,14,13
numpy-1.9.2,False,53,54,54,46,41
numpy-1.9.2,False,17,18,18,13,12
numpy-1.9.2,False,19,20,20,16,15
numpy-1.9.2,False,15,16,16,14,15
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,11,12,12,12,12
numpy-1.9.2,False,6,7,7,7,7
numpy-1.9.2,False,23,24,24,25,24
numpy-1.9.2,False,8,9,9,9,9
numpy-1.9.2,False,15,16,16,15,16
numpy-1.9.2,False,23,24,24,21,21
numpy-1.9.2,False,6,7,7,7,7
numpy-1.9.2,False,16,17,17,12,13
numpy-1.9.2,False,34,35,35,28,30
numpy-1.9.2,False,6,7,7,4,7
numpy-1.9.2,False,6,7,7,4,7
numpy-1.9.2,False,2,3,3,3,3
numpy-1.9.2,False,2,3,3,3,3
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,5,6,6,6,6
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,15,16,16,15,16
numpy-1.9.2,False,15,16,16,15,16
numpy-1.9.2,False,5,6,6,6,6
numpy-1.9.2,False,50,51,51,37,38
numpy-1.9.2,False,8,9,9,9,9
numpy-1.9.2,False,6,7,7,8,7
numpy-1.9.2,False,5,6,6,6,6
numpy-1.9.2,False,14,15,15,14,14
numpy-1.9.2,False,20,21,21,19,19
numpy-1.9.2,False,12,13,13,11,12
numpy-1.9.2,False,18,19,19,19,19
numpy-1.9.2,False,2,3,3,3,3
numpy-1.9.2,False,2,3,3,3,3
numpy-1.9.2,False,3,4,4,4,4
numpy-1.9.2,False,2,3,3,3,3
numpy-1.9.2,False,3,4,4,3,4
numpy-1.9.2,False,3,4,4,4,4
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,45,46,46,22,39
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,15,16,16,15,16
numpy-1.9.2,False,4,5,5,3,2
numpy-1.9.2,False,8,9,9,3,9
numpy-1.9.2,False,16,17,17,12,17
numpy-1.9.2,False,20,21,21,18,17
numpy-1.9.2,False,18,19,19,16,17
numpy-1.9.2,False,51,52,52,41,45
numpy-1.9.2,False,24,25,25,19,18
numpy-1.9.2,False,109,110,110,55,63
numpy-1.9.2,False,10,11,11,11,10
numpy-1.9.2,False,8,9,9,9,8
numpy-1.9.2,False,2,3,3,3,3
numpy-1.9.2,False,2,3,3,3,3
numpy-1.9.2,False,2,3,3,3,3
numpy-1.9.2,False,10,11,11,10,9
numpy-1.9.2,False,19,20,20,21,20
numpy-1.9.2,False,28,29,29,20,22
numpy-1.9.2,False,8,9,9,9,8
numpy-1.9.2,False,12,13,13,11,11
numpy-1.9.2,False,49,50,50,43,47
numpy-1.9.2,False,31,32,32,30,28
numpy-1.9.2,False,11,12,12,8,9
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,2,3,3,3,3
numpy-1.9.2,False,20,21,21,21,21
numpy-1.9.2,False,2,3,3,3,3
numpy-1.9.2,False,3,4,4,4,4
numpy-1.9.2,False,3,4,4,3,4
numpy-1.9.2,False,8,9,9,9,9
numpy-1.9.2,False,19,20,20,15,16
numpy-1.9.2,False,4,5,5,2,5
numpy-1.9.2,False,5,6,6,5,6
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,33,34,34,21,26
numpy-1.9.2,False,3,4,4,3,3
numpy-1.9.2,False,8,9,9,9,9
numpy-1.9.2,False,8,9,9,3,2
numpy-1.9.2,False,8,9,9,3,2
numpy-1.9.2,False,8,9,9,3,2
numpy-1.9.2,False,8,9,9,3,2
numpy-1.9.2,False,8,9,9,3,2
numpy-1.9.2,False,8,9,9,3,2
numpy-1.9.2,False,9,10,10,3,2
numpy-1.9.2,False,9,10,10,3,2
numpy-1.9.2,False,9,10,10,3,2
numpy-1.9.2,False,9,10,10,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,18,19,19,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,9,10,10,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,9,10,10,3,2
numpy-1.9.2,False,9,10,10,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,9,10,10,3,2
numpy-1.9.2,False,11,12,12,3,2
numpy-1.9.2,False,11,12,12,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,11,12,12,3,2
numpy-1.9.2,False,11,12,12,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,11,12,12,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,8,9,9,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,11,12,12,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,8,9,9,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,11,12,12,3,2
numpy-1.9.2,False,12,13,13,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,10,11,11,3,2
numpy-1.9.2,False,31,32,32,30,30
numpy-1.9.2,False,44,45,45,38,43
numpy-1.9.2,False,11,12,12,2,12
numpy-1.9.2,False,6,7,7,5,7
numpy-1.9.2,False,9,10,10,10,10
numpy-1.9.2,False,10,11,11,11,10
numpy-1.9.2,False,10,11,11,11,10
numpy-1.9.2,False,8,9,9,4,8
numpy-1.9.2,False,2,3,3,2,3
numpy-1.9.2,False,14,15,15,4,6
numpy-1.9.2,False,209,210,210,185,186
numpy-1.9.2,False,10,11,11,2,11
numpy-1.9.2,False,80,81,81,61,66
numpy-1.9.2,False,10,11,11,11,11
numpy-1.9.2,False,16,17,17,4,3
numpy-1.9.2,False,2,3,3,3,3
numpy-1.9.2,False,3,4,4,4,4
numpy-1.9.2,False,3,4,4,4,4
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,17,18,18,17,16
numpy-1.9.2,False,34,35,35,25,23
numpy-1.9.2,False,9,10,10,7,9
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,25,26,26,23,23
numpy-1.9.2,False,12,13,13,13,13
numpy-1.9.2,False,9,10,10,9,8
numpy-1.9.2,False,15,16,16,10,14
numpy-1.9.2,False,17,18,18,17,16
numpy-1.9.2,False,23,24,24,25,23
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,2,3,3,3,3
numpy-1.9.2,False,17,18,18,16,15
numpy-1.9.2,False,14,15,15,15,15
numpy-1.9.2,False,3,4,4,4,4
numpy-1.9.2,False,6,7,7,7,7
numpy-1.9.2,False,6,7,7,7,7
numpy-1.9.2,False,6,7,7,7,7
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,11,12,12,12,12
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,3,4,4,4,4
numpy-1.9.2,False,3,4,4,4,4
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,3,4,4,4,4
numpy-1.9.2,False,3,4,4,4,4
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,6,7,7,7,7
numpy-1.9.2,False,13,14,14,11,14
numpy-1.9.2,False,9,10,10,11,10
numpy-1.9.2,False,3,4,4,4,4
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,4,5,5,2,5
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,8,9,9,4,9
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,4,5,5,2,5
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,8,9,9,4,9
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,4,5,5,2,5
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,8,9,9,3,9
numpy-1.9.2,False,6,7,7,7,7
numpy-1.9.2,False,4,5,5,5,5
numpy-1.9.2,False,8,9,9,3,9
numpy-1.9.2,False,1,2,2,2,2
numpy-1.9.2,False,9,10,10,7,10
numpy-1.9.2,False,11,12,12,12,12
numpy-1.9.2,False,7,8,8,8,8
numpy-1.9.2,False,13,14,14,13,14
numpy-1.9.2,True,9,10,10,6,10
numpy-1.9.2,True,9,10,10,6,10
numpy-1.9.2,True,5,6,6,4,6
numpy-1.9.2,True,5,6,6,4,6
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,44,45,45,8,44
numpy-1.9.2,True,4,5,5,5,4
numpy-1.9.2,True,4,5,5,5,4
numpy-1.9.2,True,35,36,36,34,33
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,4,5,5,5,5
numpy-1.9.2,True,3,4,4,5,4
numpy-1.9.2,True,21,22,22,27,19
numpy-1.9.2,True,6,7,7,5,4
numpy-1.9.2,True,38,39,39,26,32
numpy-1.9.2,True,51,52,52,31,31
numpy-1.9.2,True,69,70,70,36,45
numpy-1.9.2,True,28,29,29,20,20
numpy-1.9.2,True,75,76,76,40,55
numpy-1.9.2,True,86,87,87,35,70
numpy-1.9.2,True,23,24,24,18,18
numpy-1.9.2,True,37,38,38,23,37
numpy-1.9.2,True,20,21,21,11,21
numpy-1.9.2,True,4,5,5,5,5
numpy-1.9.2,True,16,17,17,10,11
numpy-1.9.2,True,29,30,30,22,22
numpy-1.9.2,True,12,13,13,8,10
numpy-1.9.2,True,19,20,20,11,17
numpy-1.9.2,True,6,7,7,7,6
numpy-1.9.2,True,31,32,32,12,28
numpy-1.9.2,True,7,8,8,7,7
numpy-1.9.2,True,35,36,36,26,31
numpy-1.9.2,True,11,12,12,6,11
numpy-1.9.2,True,61,62,62,34,54
numpy-1.9.2,True,9,10,10,9,9
numpy-1.9.2,True,32,33,33,13,26
numpy-1.9.2,True,68,69,69,35,54
numpy-1.9.2,True,73,74,74,32,58
numpy-1.9.2,True,39,40,40,17,28
numpy-1.9.2,True,47,48,48,22,35
numpy-1.9.2,True,14,15,15,9,14
numpy-1.9.2,True,53,54,54,35,35
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,2,3,3,4,3
numpy-1.9.2,True,1,2,2,3,2
numpy-1.9.2,True,18,19,19,8,15
numpy-1.9.2,True,76,77,77,43,61
numpy-1.9.2,True,10,11,11,8,9
numpy-1.9.2,True,111,112,112,45,97
numpy-1.9.2,True,33,34,34,14,27
numpy-1.9.2,True,39,40,40,19,30
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,16,17,17,10,13
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,9,10,10,7,9
numpy-1.9.2,True,45,46,46,18,39
numpy-1.9.2,True,32,33,33,16,19
numpy-1.9.2,True,166,167,167,47,154
numpy-1.9.2,True,34,35,35,13,24
numpy-1.9.2,True,15,16,16,7,12
numpy-1.9.2,True,16,17,17,12,11
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,6,7,7,5,7
numpy-1.9.2,True,7,8,8,6,8
numpy-1.9.2,True,15,16,16,15,16
numpy-1.9.2,True,14,15,15,14,15
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,4,5,5,5,5
numpy-1.9.2,True,5,6,6,6,6
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,4,5,5,3,5
numpy-1.9.2,True,6,7,7,7,7
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,2,3,3,4,3
numpy-1.9.2,True,4,5,5,3,5
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,3,4,4,3,4
numpy-1.9.2,True,3,4,4,3,4
numpy-1.9.2,True,6,7,7,3,7
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,8,9,9,7,7
numpy-1.9.2,True,6,7,7,7,7
numpy-1.9.2,True,5,6,6,6,6
numpy-1.9.2,True,5,6,6,6,6
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,5,6,6,6,6
numpy-1.9.2,True,5,6,6,6,6
numpy-1.9.2,True,6,7,7,7,7
numpy-1.9.2,True,7,8,8,3,8
numpy-1.9.2,True,10,11,11,5,11
numpy-1.9.2,True,12,13,13,11,13
numpy-1.9.2,True,6,7,7,7,7
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,17,18,18,11,15
numpy-1.9.2,True,13,14,14,11,14
numpy-1.9.2,True,10,11,11,5,11
numpy-1.9.2,True,15,16,16,6,16
numpy-1.9.2,True,6,7,7,4,7
numpy-1.9.2,True,16,17,17,8,15
numpy-1.9.2,True,13,14,14,11,14
numpy-1.9.2,True,6,7,7,4,7
numpy-1.9.2,True,6,7,7,4,7
numpy-1.9.2,True,15,16,16,6,16
numpy-1.9.2,True,15,16,16,6,16
numpy-1.9.2,True,6,7,7,4,7
numpy-1.9.2,True,4,5,5,5,5
numpy-1.9.2,True,10,11,11,5,11
numpy-1.9.2,True,10,11,11,5,11
numpy-1.9.2,True,10,11,11,5,11
numpy-1.9.2,True,6,7,7,6,7
numpy-1.9.2,True,6,7,7,6,7
numpy-1.9.2,True,4,5,5,3,5
numpy-1.9.2,True,4,5,5,4,5
numpy-1.9.2,True,3,4,4,3,4
numpy-1.9.2,True,14,15,15,12,13
numpy-1.9.2,True,13,14,14,12,13
numpy-1.9.2,True,13,14,14,11,11
numpy-1.9.2,True,11,12,12,10,11
numpy-1.9.2,True,12,13,13,5,6
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,61,62,62,25,28
numpy-1.9.2,True,9,10,10,3,3
numpy-1.9.2,True,29,30,30,48,26
numpy-1.9.2,True,8,9,9,13,8
numpy-1.9.2,True,31,32,32,48,26
numpy-1.9.2,True,11,12,12,19,11
numpy-1.9.2,True,6,7,7,6,6
numpy-1.9.2,True,5,6,6,5,5
numpy-1.9.2,True,5,6,6,6,6
numpy-1.9.2,True,11,12,12,12,9
numpy-1.9.2,True,9,10,10,7,6
numpy-1.9.2,True,7,8,8,5,7
numpy-1.9.2,True,10,11,11,8,8
numpy-1.9.2,True,9,10,10,8,8
numpy-1.9.2,True,10,11,11,7,7
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,11,12,12,9,8
numpy-1.9.2,True,9,10,10,6,5
numpy-1.9.2,True,11,12,12,9,9
numpy-1.9.2,True,18,19,19,11,11
numpy-1.9.2,True,17,18,18,15,15
numpy-1.9.2,True,9,10,10,9,9
numpy-1.9.2,True,4,5,5,4,4
numpy-1.9.2,True,5,6,6,5,5
numpy-1.9.2,True,12,13,13,11,11
numpy-1.9.2,True,10,11,11,10,10
numpy-1.9.2,True,32,33,33,25,25
numpy-1.9.2,True,17,18,18,7,15
numpy-1.9.2,True,4,5,5,5,4
numpy-1.9.2,True,4,5,5,4,4
numpy-1.9.2,True,8,9,9,6,8
numpy-1.9.2,True,7,8,8,4,5
numpy-1.9.2,True,45,46,46,31,43
numpy-1.9.2,True,44,45,45,31,41
numpy-1.9.2,True,4,5,5,3,5
numpy-1.9.2,True,6,7,7,6,6
numpy-1.9.2,True,4,5,5,5,4
numpy-1.9.2,True,12,13,13,11,10
numpy-1.9.2,True,7,8,8,8,7
numpy-1.9.2,True,4,5,5,5,4
numpy-1.9.2,True,13,14,14,6,13
numpy-1.9.2,True,24,25,25,19,19
numpy-1.9.2,True,12,13,13,9,9
numpy-1.9.2,True,4,5,5,4,4
numpy-1.9.2,True,13,14,14,9,13
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,2,3,3,5,3
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,2,3,3,5,3
numpy-1.9.2,True,63,64,64,17,57
numpy-1.9.2,True,46,47,47,14,43
numpy-1.9.2,True,2,3,3,2,2
numpy-1.9.2,True,2,3,3,2,2
numpy-1.9.2,True,2,3,3,2,2
numpy-1.9.2,True,12,13,13,9,11
numpy-1.9.2,True,4,5,5,5,5
numpy-1.9.2,True,5,6,6,7,6
numpy-1.9.2,True,3,4,4,4,3
numpy-1.9.2,True,63,64,64,32,33
numpy-1.9.2,True,129,130,130,97,93
numpy-1.9.2,True,228,229,229,146,184
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,1,2,2,2,2
numpy-1.9.2,True,20,21,21,11,14
numpy-1.9.2,True,35,36,36,26,26
numpy-1.9.2,True,28,29,29,11,11
numpy-1.9.2,True,8,9,9,8,7
numpy-1.9.2,True,12,13,13,11,11
numpy-1.9.2,True,12,13,13,11,11
numpy-1.9.2,True,8,9,9,9,9
numpy-1.9.2,True,8,9,9,9,9
numpy-1.9.2,True,6,7,7,7,7
numpy-1.9.2,True,6,7,7,7,7
numpy-1.9.2,True,4,5,5,5,5
numpy-1.9.2,True,5,6,6,6,6
numpy-1.9.2,True,6,7,7,7,7
numpy-1.9.2,True,12,13,13,13,13
numpy-1.9.2,True,6,7,7,7,7
numpy-1.9.2,True,31,32,32,24,24
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,8,9,9,6,9
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,13,14,14,8,10
numpy-1.9.2,True,19,20,20,15,15
numpy-1.9.2,True,28,29,29,13,15
numpy-1.9.2,True,28,29,29,20,20
numpy-1.9.2,True,19,20,20,6,19
numpy-1.9.2,True,27,28,28,9,23
numpy-1.9.2,True,35,36,36,18,25
numpy-1.9.2,True,21,22,22,20,12
numpy-1.9.2,True,37,38,38,20,25
numpy-1.9.2,True,21,22,22,21,14
numpy-1.9.2,True,56,57,57,50,49
numpy-1.9.2,True,24,25,25,22,21
numpy-1.9.2,True,62,63,63,71,55
numpy-1.9.2,True,10,11,11,10,9
numpy-1.9.2,True,6,7,7,7,6
numpy-1.9.2,True,11,12,12,9,9
numpy-1.9.2,True,9,10,10,9,9
numpy-1.9.2,True,8,9,9,9,9
numpy-1.9.2,True,34,35,35,48,29
numpy-1.9.2,True,26,27,27,33,21
numpy-1.9.2,True,8,9,9,12,7
numpy-1.9.2,True,4,5,5,4,4
numpy-1.9.2,True,16,17,17,12,12
numpy-1.9.2,True,18,19,19,15,13
numpy-1.9.2,True,12,13,13,9,9
numpy-1.9.2,True,21,22,22,13,13
numpy-1.9.2,True,14,15,15,8,10
numpy-1.9.2,True,15,16,16,4,6
numpy-1.9.2,True,8,9,9,6,6
numpy-1.9.2,True,9,10,10,8,7
numpy-1.9.2,True,17,18,18,8,14
numpy-1.9.2,True,15,16,16,14,10
numpy-1.9.2,True,7,8,8,7,5
numpy-1.9.2,True,9,10,10,6,6
numpy-1.9.2,True,3,4,4,3,3
numpy-1.9.2,True,4,5,5,4,4
numpy-1.9.2,True,6,7,7,6,5
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,9,10,10,10,10
numpy-1.9.2,True,19,20,20,16,14
numpy-1.9.2,True,8,9,9,8,9
numpy-1.9.2,True,9,10,10,6,6
numpy-1.9.2,True,31,32,32,24,24
numpy-1.9.2,True,12,13,13,8,10
numpy-1.9.2,True,20,21,21,21,16
numpy-1.9.2,True,10,11,11,8,8
numpy-1.9.2,True,17,18,18,10,10
numpy-1.9.2,True,5,6,6,4,4
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,8,9,9,8,6
numpy-1.9.2,True,15,16,16,9,11
numpy-1.9.2,True,11,12,12,12,9
numpy-1.9.2,True,5,6,6,5,4
numpy-1.9.2,True,5,6,6,9,6
numpy-1.9.2,True,9,10,10,10,8
numpy-1.9.2,True,11,12,12,7,5
numpy-1.9.2,True,18,19,19,16,15
numpy-1.9.2,True,12,13,13,12,9
numpy-1.9.2,True,12,13,13,12,9
numpy-1.9.2,True,27,28,28,6,26
numpy-1.9.2,True,231,232,232,143,137
numpy-1.9.2,True,20,21,21,11,10
numpy-1.9.2,True,20,21,21,11,10
numpy-1.9.2,True,29,30,30,21,20
numpy-1.9.2,True,12,13,13,8,8
numpy-1.9.2,True,23,24,24,16,17
numpy-1.9.2,True,5,6,6,6,6
numpy-1.9.2,True,14,15,15,11,11
numpy-1.9.2,True,19,20,20,14,14
numpy-1.9.2,True,37,38,38,34,34
numpy-1.9.2,True,12,13,13,15,12
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,7,8,8,7,5
numpy-1.9.2,True,7,8,8,7,6
numpy-1.9.2,True,6,7,7,7,7
numpy-1.9.2,True,2,3,3,3,3
numpy-1.9.2,True,11,12,12,8,9
numpy-1.9.2,True,5,6,6,6,6
numpy-1.9.2,True,3,4,4,4,4
numpy-1.9.2,True,7,8,8,7,8
numpy-1.9.2,True,10,11,11,12,11
